occurrencedate,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofweek,occurrencehour,mci_category,premises_type
2014-01-01,2014,January,1,Wednesday,10,Assault,Outside
2014-01-01,2014,January,1,Wednesday,6,Assault,House
2014-01-01,2014,January,1,Wednesday,3,Break and Enter,Commercial
2014-01-01,2014,January,1,Wednesday,13,Assault,Other
2014-01-01,2014,January,1,Wednesday,13,Assault,Other
2014-01-01,2014,January,1,Wednesday,12,Assault,House
2014-01-01,2014,January,1,Wednesday,7,Break and Enter,Commercial
2014-01-01,2014,January,1,Wednesday,8,Assault,Commercial
2014-01-01,2014,January,1,Wednesday,1,Assault,House
2014-01-01,2014,January,1,Wednesday,15,Break and Enter,Commercial
2014-01-01,2014,January,1,Wednesday,14,Robbery,Apartment
2014-01-01,2014,January,1,Wednesday,14,Assault,Outside
2014-01-01,2014,January,1,Wednesday,3,Robbery,Commercial
2014-01-01,2014,January,1,Wednesday,16,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,16,Break and Enter,Apartment
2014-01-01,2014,January,1,Wednesday,18,Assault,House
2014-01-01,2014,January,1,Wednesday,18,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,18,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,18,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,20,Assault,House
2014-01-01,2014,January,1,Wednesday,17,Assault,Commercial
2014-01-01,2014,January,1,Wednesday,18,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,18,Assault,Commercial
2014-01-01,2014,January,1,Wednesday,17,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,20,Assault,House
2013-12-29,2013,December,29,Sunday,12,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,17,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,12,Break and Enter,Apartment
2014-01-01,2014,January,1,Wednesday,21,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,17,Assault,Outside
2014-01-01,2014,January,1,Wednesday,20,Assault,House
2014-01-01,2014,January,1,Wednesday,2,Assault,Outside
2014-01-01,2014,January,1,Wednesday,11,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,18,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,20,Assault,House
2014-01-01,2014,January,1,Wednesday,20,Assault,House
2014-01-01,2014,January,1,Wednesday,12,Break and Enter,Apartment
2014-01-01,2014,January,1,Wednesday,20,Assault,Apartment
2013-12-30,2013,December,30,Monday,18,Break and Enter,Apartment
2013-12-31,2013,December,31,Tuesday,21,Assault,Commercial
2014-01-01,2014,January,1,Wednesday,19,Assault,Apartment
2014-01-01,2014,January,1,Wednesday,23,Break and Enter,Commercial
2014-01-01,2014,January,1,Wednesday,23,Theft Over,Commercial
2014-01-01,2014,January,1,Wednesday,NA,Assault,Transit
2014-01-05,2014,January,5,Sunday,NA,Assault,Outside
2014-01-05,2014,January,5,Sunday,NA,Assault,Apartment
2014-01-05,2014,January,5,Sunday,NA,Break and Enter,Apartment
2014-01-05,2014,January,5,Sunday,2,Assault,Outside
2014-01-05,2014,January,5,Sunday,2,Assault,Outside
2014-01-05,2014,January,5,Sunday,3,Assault,Apartment
2014-01-05,2014,January,5,Sunday,NA,Robbery,Outside
2014-01-05,2014,January,5,Sunday,3,Assault,Apartment
2014-01-05,2014,January,5,Sunday,2,Assault,Outside
2014-01-05,2014,January,5,Sunday,NA,Break and Enter,House
2013-01-05,2013,January,5,Saturday,4,Assault,Commercial
2014-01-05,2014,January,5,Sunday,NA,Robbery,Transit
2014-01-05,2014,January,5,Sunday,2,Assault,Transit
2014-01-05,2014,January,5,Sunday,3,Robbery,Outside
2014-01-05,2014,January,5,Sunday,3,Assault,Other
2014-01-05,2014,January,5,Sunday,4,Robbery,Commercial
2014-01-05,2014,January,5,Sunday,2,Assault,Commercial
2014-01-05,2014,January,5,Sunday,2,Assault,Commercial
2014-01-05,2014,January,5,Sunday,2,Assault,Commercial
2014-01-05,2014,January,5,Sunday,4,Robbery,Commercial
2014-01-05,2014,January,5,Sunday,6,Theft Over,Outside
2014-01-05,2014,January,5,Sunday,8,Assault,Other
2014-01-05,2014,January,5,Sunday,8,Assault,Other
2014-01-05,2014,January,5,Sunday,8,Assault,Apartment
2014-01-04,2014,January,4,Saturday,1,Assault,House
2012-01-01,2012,January,1,Sunday,NA,Assault,House
2014-01-05,2014,January,5,Sunday,10,Assault,House
2014-01-05,2014,January,5,Sunday,11,Assault,Apartment
2014-01-05,2014,January,5,Sunday,12,Assault,Outside
2014-01-05,2014,January,5,Sunday,9,Robbery,Outside
2014-01-05,2014,January,5,Sunday,14,Assault,Transit
2014-01-05,2014,January,5,Sunday,14,Assault,Transit
2014-01-05,2014,January,5,Sunday,13,Assault,Outside
2013-12-26,2013,December,26,Thursday,12,Break and Enter,Apartment
2014-01-05,2014,January,5,Sunday,12,Assault,Other
2014-01-05,2014,January,5,Sunday,12,Assault,House
2014-01-05,2014,January,5,Sunday,5,Break and Enter,Commercial
2014-01-05,2014,January,5,Sunday,12,Assault,Apartment
2014-01-05,2014,January,5,Sunday,15,Assault,Commercial
2014-01-05,2014,January,5,Sunday,15,Assault,Commercial
2014-01-05,2014,January,5,Sunday,13,Assault,Commercial
2014-01-04,2014,January,4,Saturday,11,Break and Enter,House
2014-01-05,2014,January,5,Sunday,14,Assault,Outside
2014-01-05,2014,January,5,Sunday,17,Robbery,Outside
2014-01-05,2014,January,5,Sunday,17,Robbery,Outside
2014-01-05,2014,January,5,Sunday,17,Assault,Outside
2014-01-05,2014,January,5,Sunday,17,Assault,Commercial
2014-01-05,2014,January,5,Sunday,14,Assault,Apartment
2014-01-05,2014,January,5,Sunday,14,Assault,Apartment
2013-09-23,2013,September,23,Monday,18,Assault,Apartment
2014-01-03,2014,January,3,Friday,20,Assault,Apartment
2014-01-05,2014,January,5,Sunday,18,Assault,Apartment
2014-01-05,2014,January,5,Sunday,18,Assault,Apartment
2014-01-05,2014,January,5,Sunday,11,Assault,Transit
2014-01-05,2014,January,5,Sunday,17,Assault,Outside
2014-01-05,2014,January,5,Sunday,17,Assault,Outside
2014-01-05,2014,January,5,Sunday,18,Assault,Commercial
2014-01-03,2014,January,3,Friday,20,Assault,Apartment
2014-01-05,2014,January,5,Sunday,18,Assault,Outside
2014-01-05,2014,January,5,Sunday,18,Assault,Apartment
2014-01-05,2014,January,5,Sunday,14,Robbery,Outside
2014-01-05,2014,January,5,Sunday,19,Break and Enter,House
2014-01-05,2014,January,5,Sunday,22,Assault,Outside
2014-01-05,2014,January,5,Sunday,23,Assault,House
2013-01-05,2013,January,5,Saturday,18,Assault,House
2014-01-05,2014,January,5,Sunday,22,Assault,Apartment
2014-01-05,2014,January,5,Sunday,2,Break and Enter,Commercial
2014-01-05,2014,January,5,Sunday,19,Assault,House
2014-01-05,2014,January,5,Sunday,19,Assault,House
2014-01-05,2014,January,5,Sunday,19,Assault,House
2013-12-21,2013,December,21,Saturday,11,Break and Enter,Apartment
2014-01-05,2014,January,5,Sunday,18,Assault,Apartment
2014-01-04,2014,January,4,Saturday,13,Auto Theft,Outside
2014-01-05,2014,January,5,Sunday,23,Auto Theft,Outside
2014-01-05,2014,January,5,Sunday,13,Auto Theft,House
2014-01-04,2014,January,4,Saturday,12,Auto Theft,Other
2014-01-05,2014,January,5,Sunday,3,Auto Theft,Outside
2014-01-03,2014,January,3,Friday,9,Auto Theft,Outside
2014-01-01,2014,January,1,Wednesday,13,Assault,Apartment
2014-01-06,2014,January,6,Monday,2,Assault,Commercial
2014-01-06,2014,January,6,Monday,1,Robbery,Other
2014-01-06,2014,January,6,Monday,7,Assault,Apartment
2014-01-06,2014,January,6,Monday,5,Robbery,Apartment
2014-01-06,2014,January,6,Monday,5,Robbery,Apartment
2014-01-05,2014,January,5,Sunday,18,Assault,Outside
2013-12-02,2013,December,2,Monday,14,Assault,Apartment
2014-01-06,2014,January,6,Monday,8,Robbery,Apartment
2014-01-06,2014,January,6,Monday,8,Robbery,Apartment
2014-01-06,2014,January,6,Monday,9,Assault,Outside
2014-01-05,2014,January,5,Sunday,18,Break and Enter,Commercial
2014-01-06,2014,January,6,Monday,5,Break and Enter,Commercial
2013-12-19,2013,December,19,Thursday,17,Assault,Educational
2013-09-12,2013,September,12,Thursday,12,Break and Enter,Apartment
2014-01-06,2014,January,6,Monday,10,Break and Enter,House
2014-01-06,2014,January,6,Monday,12,Assault,Apartment
2014-01-06,2014,January,6,Monday,13,Assault,Apartment
2014-01-06,2014,January,6,Monday,13,Break and Enter,Apartment
2013-12-01,2013,December,1,Sunday,1,Assault,Apartment
2014-01-06,2014,January,6,Monday,11,Robbery,Educational
2014-01-06,2014,January,6,Monday,14,Break and Enter,Apartment
2014-01-07,2014,January,7,Tuesday,18,Robbery,House
2014-01-06,2014,January,6,Monday,21,Break and Enter,House
2014-01-07,2014,January,7,Tuesday,19,Break and Enter,House
2014-01-11,2014,January,11,Saturday,3,Assault,Outside
2014-01-06,2014,January,6,Monday,22,Break and Enter,House
2014-01-07,2014,January,7,Tuesday,17,Robbery,Outside
2014-01-07,2014,January,7,Tuesday,19,Assault,Outside
2014-01-07,2014,January,7,Tuesday,22,Break and Enter,Other
2014-01-07,2014,January,7,Tuesday,17,Robbery,Outside
2014-01-07,2014,January,7,Tuesday,22,Assault,Transit
2014-01-07,2014,January,7,Tuesday,22,Assault,Transit
2014-01-07,2014,January,7,Tuesday,22,Assault,Transit
2014-01-07,2014,January,7,Tuesday,22,Assault,Transit
2014-01-07,2014,January,7,Tuesday,22,Assault,Transit
2014-01-07,2014,January,7,Tuesday,22,Assault,Transit
2014-01-07,2014,January,7,Tuesday,14,Assault,Commercial
2014-01-06,2014,January,6,Monday,19,Break and Enter,Other
2014-01-07,2014,January,7,Tuesday,20,Robbery,Outside
2014-01-07,2014,January,7,Tuesday,19,Robbery,Outside
2014-01-07,2014,January,7,Tuesday,20,Assault,Apartment
2014-01-07,2014,January,7,Tuesday,19,Assault,Apartment
2014-01-07,2014,January,7,Tuesday,21,Assault,Apartment
2014-01-07,2014,January,7,Tuesday,16,Robbery,Outside
2014-01-07,2014,January,7,Tuesday,18,Assault,House
2014-01-07,2014,January,7,Tuesday,21,Assault,House
2014-01-07,2014,January,7,Tuesday,21,Assault,Apartment
2014-01-07,2014,January,7,Tuesday,22,Break and Enter,Apartment
2014-01-07,2014,January,7,Tuesday,20,Assault,Apartment
2014-01-07,2014,January,7,Tuesday,21,Break and Enter,House
2014-01-07,2014,January,7,Tuesday,21,Break and Enter,Commercial
2014-01-07,2014,January,7,Tuesday,22,Theft Over,Apartment
2014-01-07,2014,January,7,Tuesday,18,Robbery,Outside
2014-01-07,2014,January,7,Tuesday,14,Break and Enter,House
2014-01-07,2014,January,7,Tuesday,16,Assault,Apartment
2013-12-19,2013,December,19,Thursday,15,Assault,House
2014-01-07,2014,January,7,Tuesday,8,Assault,House
2014-01-07,2014,January,7,Tuesday,1,Auto Theft,Apartment
2013-12-26,2013,December,26,Thursday,9,Auto Theft,Other
2014-01-07,2014,January,7,Tuesday,4,Auto Theft,House
2014-01-07,2014,January,7,Tuesday,2,Auto Theft,Outside
2013-12-13,2013,December,13,Friday,12,Auto Theft,Outside
2014-01-07,2014,January,7,Tuesday,15,Auto Theft,Outside
2014-01-07,2014,January,7,Tuesday,1,Auto Theft,Apartment
2014-01-07,2014,January,7,Tuesday,NA,Auto Theft,Outside
2014-01-08,2014,January,8,Wednesday,NA,Assault,Apartment
2014-01-07,2014,January,7,Tuesday,23,Assault,Outside
2014-01-07,2014,January,7,Tuesday,23,Assault,Outside
2014-01-08,2014,January,8,Wednesday,2,Assault,Apartment
2014-01-08,2014,January,8,Wednesday,2,Break and Enter,Commercial
2014-01-08,2014,January,8,Wednesday,9,Assault,House
2014-01-08,2014,January,8,Wednesday,9,Assault,Apartment
2014-01-08,2014,January,8,Wednesday,8,Assault,Apartment
2014-01-08,2014,January,8,Wednesday,10,Assault,Commercial
2014-01-06,2014,January,6,Monday,13,Assault,Educational
2014-01-07,2014,January,7,Tuesday,22,Break and Enter,Commercial
2014-01-08,2014,January,8,Wednesday,9,Robbery,Commercial
2014-01-08,2014,January,8,Wednesday,7,Break and Enter,Commercial
2014-01-07,2014,January,7,Tuesday,7,Break and Enter,Apartment
2014-01-07,2014,January,7,Tuesday,8,Break and Enter,Other
2014-01-08,2014,January,8,Wednesday,10,Assault,Outside
2014-01-08,2014,January,8,Wednesday,10,Assault,Apartment
2014-01-08,2014,January,8,Wednesday,10,Robbery,Apartment
2014-01-08,2014,January,8,Wednesday,10,Robbery,Apartment
2014-01-08,2014,January,8,Wednesday,10,Robbery,Apartment
2014-01-08,2014,January,8,Wednesday,14,Assault,Commercial
2014-01-08,2014,January,8,Wednesday,14,Assault,Commercial
2014-01-08,2014,January,8,Wednesday,12,Break and Enter,House
2014-01-08,2014,January,8,Wednesday,13,Assault,House
2014-01-08,2014,January,8,Wednesday,14,Robbery,Outside
2014-01-08,2014,January,8,Wednesday,13,Robbery,Commercial
2014-01-04,2014,January,4,Saturday,18,Break and Enter,Apartment
2014-01-08,2014,January,8,Wednesday,12,Break and Enter,House
2014-01-08,2014,January,8,Wednesday,12,Assault,Apartment
2014-01-08,2014,January,8,Wednesday,14,Assault,House
2014-01-08,2014,January,8,Wednesday,14,Assault,House
2014-01-05,2014,January,5,Sunday,5,Break and Enter,Commercial
2014-01-08,2014,January,8,Wednesday,12,Robbery,Educational
2014-01-08,2014,January,8,Wednesday,12,Robbery,Educational
2014-01-08,2014,January,8,Wednesday,12,Robbery,Educational
2014-01-08,2014,January,8,Wednesday,15,Assault,Apartment
2014-01-07,2014,January,7,Tuesday,11,Break and Enter,Apartment
2014-01-04,2014,January,4,Saturday,NA,Robbery,Outside
2014-01-08,2014,January,8,Wednesday,17,Assault,Outside
2014-01-07,2014,January,7,Tuesday,12,Assault,Other
2013-12-14,2013,December,14,Saturday,NA,Assault,Apartment
2014-01-08,2014,January,8,Wednesday,2,Theft Over,Commercial
2014-01-08,2014,January,8,Wednesday,17,Assault,House
2014-01-08,2014,January,8,Wednesday,17,Assault,Other
2014-01-08,2014,January,8,Wednesday,14,Assault,Outside
2014-01-08,2014,January,8,Wednesday,11,Break and Enter,House
2014-01-08,2014,January,8,Wednesday,18,Break and Enter,Commercial
2013-12-20,2013,December,20,Friday,23,Break and Enter,Educational
2014-01-08,2014,January,8,Wednesday,16,Assault,Transit
2014-01-08,2014,January,8,Wednesday,16,Assault,Other
2014-01-08,2014,January,8,Wednesday,16,Assault,Other
2014-01-08,2014,January,8,Wednesday,15,Assault,Apartment
2014-01-08,2014,January,8,Wednesday,15,Assault,Educational
2014-01-08,2014,January,8,Wednesday,18,Break and Enter,House
2014-01-04,2014,January,4,Saturday,9,Assault,Apartment
2014-01-08,2014,January,8,Wednesday,19,Assault,Outside
2014-01-08,2014,January,8,Wednesday,16,Assault,Transit
2014-01-11,2014,January,11,Saturday,3,Break and Enter,Commercial
2014-01-11,2014,January,11,Saturday,4,Assault,Apartment
2014-01-11,2014,January,11,Saturday,1,Assault,House
2014-01-11,2014,January,11,Saturday,6,Assault,Outside
2014-01-11,2014,January,11,Saturday,7,Break and Enter,Commercial
2014-01-11,2014,January,11,Saturday,4,Break and Enter,Commercial
2014-01-11,2014,January,11,Saturday,4,Break and Enter,Commercial
2014-01-11,2014,January,11,Saturday,9,Assault,Apartment
2014-01-11,2014,January,11,Saturday,7,Break and Enter,Commercial
2014-01-11,2014,January,11,Saturday,10,Assault,Apartment
2014-01-11,2014,January,11,Saturday,4,Break and Enter,Other
2014-01-11,2014,January,11,Saturday,10,Break and Enter,Apartment
2014-01-11,2014,January,11,Saturday,6,Break and Enter,Apartment
2014-01-10,2014,January,10,Friday,11,Break and Enter,Apartment
2014-01-11,2014,January,11,Saturday,13,Assault,Apartment
2014-01-11,2014,January,11,Saturday,13,Assault,Apartment
2014-01-11,2014,January,11,Saturday,12,Assault,Transit
2014-01-11,2014,January,11,Saturday,12,Assault,Apartment
2014-01-10,2014,January,10,Friday,20,Break and Enter,House
2014-01-11,2014,January,11,Saturday,14,Robbery,Commercial
2014-01-11,2014,January,11,Saturday,15,Assault,Commercial
2014-01-10,2014,January,10,Friday,23,Robbery,Outside
2014-01-10,2014,January,10,Friday,23,Robbery,Outside
2014-01-11,2014,January,11,Saturday,3,Assault,Outside
2014-01-11,2014,January,11,Saturday,3,Assault,Outside
2014-01-11,2014,January,11,Saturday,3,Assault,Outside
2014-01-11,2014,January,11,Saturday,3,Assault,Outside
2014-01-11,2014,January,11,Saturday,17,Assault,Commercial
2014-01-11,2014,January,11,Saturday,17,Assault,Commercial
2014-01-11,2014,January,11,Saturday,15,Assault,Apartment
2014-01-11,2014,January,11,Saturday,15,Assault,Apartment
2013-12-24,2013,December,24,Tuesday,18,Break and Enter,House
2014-01-11,2014,January,11,Saturday,17,Assault,Commercial
2014-01-11,2014,January,11,Saturday,20,Assault,Apartment
2014-01-11,2014,January,11,Saturday,16,Break and Enter,Apartment
2014-01-10,2014,January,10,Friday,23,Break and Enter,Apartment
2014-01-10,2014,January,10,Friday,21,Break and Enter,Apartment
2014-01-11,2014,January,11,Saturday,21,Theft Over,Apartment
2014-01-11,2014,January,11,Saturday,23,Assault,Other
2014-01-11,2014,January,11,Saturday,22,Robbery,Outside
2014-01-11,2014,January,11,Saturday,14,Break and Enter,House
2014-01-11,2014,January,11,Saturday,23,Break and Enter,Other
2014-01-11,2014,January,11,Saturday,2,Assault,Commercial
2014-01-11,2014,January,11,Saturday,16,Theft Over,Outside
2014-01-11,2014,January,11,Saturday,3,Assault,Commercial
2014-01-11,2014,January,11,Saturday,19,Assault,Commercial
2014-01-09,2014,January,9,Thursday,17,Auto Theft,Apartment
2014-01-11,2014,January,11,Saturday,13,Auto Theft,Outside
2014-01-10,2014,January,10,Friday,23,Auto Theft,Outside
2014-01-12,2014,January,12,Sunday,NA,Assault,Educational
2014-01-12,2014,January,12,Sunday,1,Assault,Commercial
2014-01-12,2014,January,12,Sunday,1,Assault,Apartment
2014-01-12,2014,January,12,Sunday,1,Break and Enter,House
2014-01-12,2014,January,12,Sunday,1,Assault,Apartment
2014-01-12,2014,January,12,Sunday,2,Assault,Apartment
2014-01-12,2014,January,12,Sunday,3,Assault,House
2014-01-12,2014,January,12,Sunday,2,Assault,Commercial
2014-01-12,2014,January,12,Sunday,2,Assault,Commercial
2014-01-11,2014,January,11,Saturday,21,Assault,Apartment
2014-01-11,2014,January,11,Saturday,23,Assault,Commercial
2014-01-12,2014,January,12,Sunday,NA,Assault,House
2014-01-12,2014,January,12,Sunday,NA,Assault,House
2014-01-12,2014,January,12,Sunday,2,Assault,Commercial
2014-01-12,2014,January,12,Sunday,16,Break and Enter,House
2014-01-12,2014,January,12,Sunday,4,Assault,Other
2014-01-12,2014,January,12,Sunday,2,Assault,Other
2014-01-12,2014,January,12,Sunday,1,Break and Enter,Commercial
2014-01-11,2014,January,11,Saturday,4,Assault,House
2014-01-12,2014,January,12,Sunday,5,Assault,Apartment
2014-01-12,2014,January,12,Sunday,3,Assault,Apartment
2014-01-11,2014,January,11,Saturday,22,Robbery,House
2014-01-11,2014,January,11,Saturday,22,Robbery,House
2014-01-12,2014,January,12,Sunday,NA,Break and Enter,Commercial
2014-01-12,2014,January,12,Sunday,6,Assault,Other
2014-01-07,2014,January,7,Tuesday,11,Break and Enter,Apartment
2014-01-12,2014,January,12,Sunday,11,Assault,Outside
2014-01-12,2014,January,12,Sunday,10,Assault,Other
2014-01-11,2014,January,11,Saturday,19,Break and Enter,Apartment
2014-01-11,2014,January,11,Saturday,20,Assault,Apartment
2014-01-12,2014,January,12,Sunday,7,Assault,Apartment
2014-01-12,2014,January,12,Sunday,7,Break and Enter,Apartment
2014-01-10,2014,January,10,Friday,NA,Break and Enter,Apartment
2014-01-12,2014,January,12,Sunday,13,Assault,Apartment
2014-01-12,2014,January,12,Sunday,9,Break and Enter,House
2014-01-03,2014,January,3,Friday,13,Assault,Apartment
2014-01-03,2014,January,3,Friday,13,Assault,Apartment
2014-01-12,2014,January,12,Sunday,13,Break and Enter,House
2014-01-12,2014,January,12,Sunday,11,Break and Enter,House
2014-01-12,2014,January,12,Sunday,13,Assault,Other
2014-01-11,2014,January,11,Saturday,23,Assault,Apartment
2014-01-06,2014,January,6,Monday,12,Assault,Educational
2014-01-12,2014,January,12,Sunday,15,Assault,Outside
